Year,Institution_name,Institution code,Language,Province Name,Column name,Value
2016-2017,University of Ottawa / Université d,555,English, Ontario,07. Capital,48165
2016-2017,University of Ottawa / Université d,555,English, Ontario,06. Ancillary,47749
2016-2017,University of Ottawa / Université d,555,English, Ontario,04. Sponsored Research - Entities Not Consolidated,167011
2016-2017,University of Ottawa / Université d,555,English, Ontario,03. Sponsored Research - Entities Consolidated,157518
2016-2017,University of Ottawa / Université d,555,English, Ontario,02. Special Purpose and Trust,26785
2016-2017,University of Ottawa / Université d,555,English, Ontario,01. General operating,830811
2016-2017,University of Ontario Institute of,553,English, Ontario,Total funds,206541
2016-2017,University of Ontario Institute of,553,English, Ontario,08. Endowment,1904
2016-2017,University of Ontario Institute of,553,English, Ontario,07. Capital,10555
2016-2017,University of Ontario Institute of,553,English, Ontario,06. Ancillary,6104
2016-2017,University of Ontario Institute of,553,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,University of Ontario Institute of,553,English, Ontario,03. Sponsored Research - Entities Consolidated,11335
2016-2017,University of Ontario Institute of,553,English, Ontario,02. Special Purpose and Trust,1252
2016-2017,University of Ontario Institute of,553,English, Ontario,01. General operating,175391
2016-2017,University of Northern British Colu,996,English, British Columbia,Total funds,105192
2016-2017,University of Northern British Colu,996,English, British Columbia,08. Endowment,5680
2016-2017,University of Northern British Colu,996,English, British Columbia,07. Capital,1406
2016-2017,University of Northern British Colu,996,English, British Columbia,06. Ancillary,8428
2016-2017,University of Northern British Colu,996,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,University of Northern British Colu,996,English, British Columbia,03. Sponsored Research - Entities Consolidated,9913
2016-2017,University of Northern British Colu,996,English, British Columbia,02. Special Purpose and Trust,4252
2016-2017,University of Northern British Colu,996,English, British Columbia,01. General operating,75513
2016-2017,University of New Brunswick,352,English, New Brunswick,Total funds,354667
2016-2017,University of New Brunswick,352,English, New Brunswick,08. Endowment,29456
2016-2017,University of New Brunswick,352,English, New Brunswick,07. Capital,16836
2016-2017,University of New Brunswick,352,English, New Brunswick,06. Ancillary,16936
2016-2017,University of New Brunswick,352,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,University of New Brunswick,352,English, New Brunswick,03. Sponsored Research - Entities Consolidated,48206
2016-2017,University of New Brunswick,352,English, New Brunswick,02. Special Purpose and Trust,34445
2016-2017,University of New Brunswick,352,English, New Brunswick,01. General operating,208788
2016-2017,University of Manitoba,630,English, Manitoba,Total funds,1018662
2016-2017,University of Manitoba,630,English, Manitoba,08. Endowment,63669
2016-2017,University of Manitoba,630,English, Manitoba,07. Capital,32891
2016-2017,University of Manitoba,630,English, Manitoba,06. Ancillary,37983
2016-2017,University of Manitoba,630,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,21161
2016-2017,University of Manitoba,630,English, Manitoba,03. Sponsored Research - Entities Consolidated,165685
2016-2017,University of Manitoba,630,English, Manitoba,02. Special Purpose and Trust,93406
2016-2017,University of Manitoba,630,English, Manitoba,01. General operating,603867
2016-2017,University of Lethbridge,858,English, Alberta,Total funds,343639
2016-2017,University of Lethbridge,858,English, Alberta,08. Endowment,8108
2016-2017,University of Lethbridge,858,English, Alberta,07. Capital,129203
2016-2017,University of Lethbridge,858,English, Alberta,06. Ancillary,12908
2016-2017,University of Lethbridge,858,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,University of Lethbridge,858,English, Alberta,03. Sponsored Research - Entities Consolidated,17202
2016-2017,University of Lethbridge,858,English, Alberta,02. Special Purpose and Trust,6196
2016-2017,University of Lethbridge,858,English, Alberta,01. General operating,170022
2016-2017,University of King's College,242,English, Nova Scotia,Total funds,21616
2016-2017,University of King's College,242,English, Nova Scotia,08. Endowment,1905
2016-2017,University of King's College,242,English, Nova Scotia,07. Capital,577
2016-2017,University of King's College,242,English, Nova Scotia,06. Ancillary,2195
2016-2017,University of King's College,242,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,University of King's College,242,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,119
2016-2017,University of King's College,242,English, Nova Scotia,02. Special Purpose and Trust,508
2016-2017,University of King's College,242,English, Nova Scotia,01. General operating,16312
2016-2017,University of Guelph,520,English, Ontario,Total funds,860364
2016-2017,University of Guelph,520,English, Ontario,08. Endowment,38804
2016-2017,University of Guelph,520,English, Ontario,07. Capital,35495
2016-2017,University of Guelph,520,English, Ontario,06. Ancillary,88760
2016-2017,University of Guelph,520,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,University of Guelph,520,English, Ontario,03. Sponsored Research - Entities Consolidated,140294
2016-2017,University of Guelph,520,English, Ontario,02. Special Purpose and Trust,71934
2016-2017,University of Guelph,520,English, Ontario,01. General operating,485077
2016-2017,University of Calgary,830,English, Alberta,Total funds,1524009
2016-2017,University of Calgary,830,English, Alberta,08. Endowment,115762
2016-2017,University of Calgary,830,English, Alberta,07. Capital,77464
2016-2017,University of Calgary,830,English, Alberta,06. Ancillary,64924
2016-2017,University of Calgary,830,English, Alberta,04. Sponsored Research - Entities Not Consolidated,13891
2016-2017,University of Calgary,830,English, Alberta,03. Sponsored Research - Entities Consolidated,366497
2016-2017,University of Calgary,830,English, Alberta,02. Special Purpose and Trust,59392
2016-2017,University of Calgary,830,English, Alberta,01. General operating,826079
2016-2017,University of Alberta,804,English, Alberta,Total funds,2099510
2016-2017,University of Alberta,804,English, Alberta,08. Endowment,201446
2016-2017,University of Alberta,804,English, Alberta,07. Capital,40107
2016-2017,University of Alberta,804,English, Alberta,06. Ancillary,94979
2016-2017,University of Alberta,804,English, Alberta,04. Sponsored Research - Entities Not Consolidated,35225
2016-2017,University of Alberta,804,English, Alberta,03. Sponsored Research - Entities Consolidated,478088
2016-2017,University of Alberta,804,English, Alberta,02. Special Purpose and Trust,112393
2016-2017,University of Alberta,804,English, Alberta,01. General operating,1137272
2016-2017,Trinity Western University,974,English, British Columbia,Total funds,83946
2016-2017,Trinity Western University,974,English, British Columbia,08. Endowment,1014
2016-2017,Trinity Western University,974,English, British Columbia,07. Capital,1291
2016-2017,Trinity Western University,974,English, British Columbia,06. Ancillary,8997
2016-2017,Trinity Western University,974,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,Trinity Western University,974,English, British Columbia,03. Sponsored Research - Entities Consolidated,1392
2016-2017,Trinity Western University,974,English, British Columbia,02. Special Purpose and Trust,3362
2016-2017,Trinity Western University,974,English, British Columbia,01. General operating,67890
2016-2017,Trent University,583,English, Ontario,Total funds,179144
2016-2017,Trent University,583,English, Ontario,08. Endowment,5171
2016-2017,Trent University,583,English, Ontario,07. Capital,6108
2016-2017,Trent University,583,English, Ontario,06. Ancillary,18000
2016-2017,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,11411
2016-2017,Trent University,583,English, Ontario,02. Special Purpose and Trust,5305
2016-2017,Trent University,583,English, Ontario,01. General operating,133149
2016-2017,Thorneloe University,521,English, Ontario,Total funds,4298
2016-2017,Thorneloe University,521,English, Ontario,08. Endowment,0
2016-2017,Thorneloe University,521,English, Ontario,07. Capital,13
2016-2017,Thorneloe University,521,English, Ontario,06. Ancillary,362
2016-2017,Thorneloe University,521,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,Thorneloe University,521,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2016-2017,Thorneloe University,521,English, Ontario,02. Special Purpose and Trust,921
2016-2017,Thorneloe University,521,English, Ontario,01. General operating,3002
2016-2017,Thompson Rivers University,960,English, British Columbia,Total funds,188683
2016-2017,Thompson Rivers University,960,English, British Columbia,08. Endowment,375
2016-2017,Thompson Rivers University,960,English, British Columbia,07. Capital,9432
2016-2017,Thompson Rivers University,960,English, British Columbia,06. Ancillary,19551
2016-2017,Thompson Rivers University,960,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,Thompson Rivers University,960,English, British Columbia,03. Sponsored Research - Entities Consolidated,2395
2016-2017,Thompson Rivers University,960,English, British Columbia,02. Special Purpose and Trust,4630
2016-2017,Thompson Rivers University,960,English, British Columbia,01. General operating,152300
2016-2017,The University of Winnipeg,688,English, Manitoba,Total funds,150839
2016-2017,The University of Winnipeg,688,English, Manitoba,08. Endowment,81
2016-2017,The University of Winnipeg,688,English, Manitoba,07. Capital,12037
2016-2017,The University of Winnipeg,688,English, Manitoba,06. Ancillary,3610
2016-2017,The University of Winnipeg,688,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,The University of Winnipeg,688,English, Manitoba,03. Sponsored Research - Entities Consolidated,9524
2016-2017,The University of Winnipeg,688,English, Manitoba,02. Special Purpose and Trust,4890
2016-2017,The University of Winnipeg,688,English, Manitoba,01. General operating,120697
2016-2017,The University of British Columbia,918,English, British Columbia,Total funds,2682509
2016-2017,The University of British Columbia,918,English, British Columbia,08. Endowment,143728
2016-2017,The University of British Columbia,918,English, British Columbia,07. Capital,115162
2016-2017,The University of British Columbia,918,English, British Columbia,06. Ancillary,204782
2016-2017,The University of British Columbia,918,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,84453
2016-2017,The University of British Columbia,918,English, British Columbia,03. Sponsored Research - Entities Consolidated,492737
2016-2017,The University of British Columbia,918,English, British Columbia,02. Special Purpose and Trust,267847
2016-2017,The University of British Columbia,918,English, British Columbia,01. General operating,1373800
2016-2017,The King's University,896,English, Alberta,Total funds,20442
2016-2017,The King's University,896,English, Alberta,08. Endowment,201
2016-2017,The King's University,896,English, Alberta,07. Capital,0
2016-2017,The King's University,896,English, Alberta,06. Ancillary,2449
2016-2017,The King's University,896,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2016-2017,The King's University,896,English, Alberta,03. Sponsored Research - Entities Consolidated,198
2016-2017,The King's University,896,English, Alberta,02. Special Purpose and Trust,1889
