Year,Institution_name,Institution code,Language,Province Name,Column name,Value,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,Total funds,211517,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,07. Capital,31665,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,06. Ancillary,2576,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,03. Sponsored Research - Entities Consolidated,19984,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université du Québec à Trois-Rivièr,482,French, Quebec,01. General operating,157292,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,Total funds,103953,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,07. Capital,5274,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,06. Ancillary,959,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,03. Sponsored Research - Entities Consolidated,23843,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université du Québec à Rimouski,476,French, Quebec,01. General operating,73877,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,Total funds,475755,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,07. Capital,12013,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,06. Ancillary,8972,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,03. Sponsored Research - Entities Consolidated,70902,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université du Québec à Montréal,473,French, Quebec,01. General operating,383868,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,Total funds,123032,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,07. Capital,8914,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,06. Ancillary,635,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,03. Sponsored Research - Entities Consolidated,26588,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,02. Special Purpose and Trust,1023,,,,,,,,,,
2013-2014,Université du Québec à Chicoutimi,470,French, Quebec,01. General operating,85872,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,Total funds,86488,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,07. Capital,5249,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,06. Ancillary,1021,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,03. Sponsored Research - Entities Consolidated,7564,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,02. Special Purpose and Trust,914,,,,,,,,,,
2013-2014,Université du Québec en Outaouais,471,French, Quebec,01. General operating,71740,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,Total funds,54326,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,07. Capital,474,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,06. Ancillary,0,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,03. Sponsored Research - Entities Consolidated,15037,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université du Québec en Abitibi-Tém,465,French, Quebec,01. General operating,38815,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,Total funds,73057,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,07. Capital,37407,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,06. Ancillary,7614,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,03. Sponsored Research - Entities Consolidated,742,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université du Québec (siège social),479,French, Quebec,01. General operating,27294,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,Total funds,6377,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,07. Capital,73,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,06. Ancillary,859,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,03. Sponsored Research - Entities Consolidated,16,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,02. Special Purpose and Trust,631,,,,,,,,,,
2013-2014,Université de Sudbury / University,577,English, Ontario,01. General operating,4798,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,Total funds,564405,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,07. Capital,39956,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,06. Ancillary,10240,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,04. Sponsored Research - Entities Not Consolidated,18118,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,03. Sponsored Research - Entities Consolidated,107390,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,02. Special Purpose and Trust,37204,,,,,,,,,,
2013-2014,Université de Sherbrooke,486,French, Quebec,01. General operating,351497,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,Total funds,28642,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,08. Endowment,0,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,07. Capital,1474,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,06. Ancillary,0,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,03. Sponsored Research - Entities Consolidated,663,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,02. Special Purpose and Trust,34,,,,,,,,,,
2013-2014,Université de Saint-Boniface,652,French, Manitoba,01. General operating,26471,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,Total funds,1222912,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,07. Capital,70685,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,06. Ancillary,27828,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,04. Sponsored Research - Entities Not Consolidated,220104,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,03. Sponsored Research - Entities Consolidated,221987,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université de Montréal,460,French, Quebec,01. General operating,682308,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,Total funds,148338,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,08. Endowment,0,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,07. Capital,2517,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,06. Ancillary,6034,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,03. Sponsored Research - Entities Consolidated,10271,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,02. Special Purpose and Trust,19171,,,,,,,,,,
2013-2014,Université de Moncton,334,French, New Brunswick,01. General operating,110345,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,Total funds,6112,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,07. Capital,521,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,06. Ancillary,71,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,02. Special Purpose and Trust,81,,,,,,,,,,
2013-2014,Université de Hearst,523,French, Ontario,01. General operating,5439,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,Total funds,49579,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,07. Capital,69,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,06. Ancillary,0,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,03. Sponsored Research - Entities Consolidated,2639,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2013-2014,Université TÉLUQ,492,French, Quebec,01. General operating,46871,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,Total funds,20110,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,08. Endowment,0,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,07. Capital,1159,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,06. Ancillary,2505,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,03. Sponsored Research - Entities Consolidated,279,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,02. Special Purpose and Trust,51,,,,,,,,,,
2013-2014,Université Sainte-Anne,272,French, Nova Scotia,01. General operating,16116,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,Total funds,18981,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,07. Capital,785,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,06. Ancillary,2097,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,03. Sponsored Research - Entities Consolidated,79,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,02. Special Purpose and Trust,368,,,,,,,,,,
2013-2014,Université Saint-Paul / Saint Paul,571,French, Ontario,01. General operating,15652,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,Total funds,976028,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,07. Capital,84193,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,06. Ancillary,14296,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,04. Sponsored Research - Entities Not Consolidated,82429,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,03. Sponsored Research - Entities Consolidated,236470,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,02. Special Purpose and Trust,9827,,,,,,,,,,
2013-2014,Université Laval,446,French, Quebec,01. General operating,548813,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,Total funds,115851,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,08. Endowment,0,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,07. Capital,11112,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,06. Ancillary,5432,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,03. Sponsored Research - Entities Consolidated,1480,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,02. Special Purpose and Trust,3272,,,,,,,,,,
2013-2014,University of the Fraser Valley,982,English, British Columbia,01. General operating,94555,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,Total funds,339828,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,07. Capital,29102,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,06. Ancillary,21546,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,03. Sponsored Research - Entities Consolidated,30965,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,02. Special Purpose and Trust,10390,,,,,,,,,,
2013-2014,University of Windsor,596,English, Ontario,01. General operating,247825,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,Total funds,914650,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,07. Capital,72274,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,06. Ancillary,66134,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,03. Sponsored Research - Entities Consolidated,188429,,,,,,,,,,
2013-2014,University of Waterloo,590,English, Ontario,02. Special Purpose and Trust,22126,,,,,,,,,,
